customer_id,transaction_date,transaction_value
C100158,2023-12-12,7.71
C100063,2023-04-01,21.59
C100714,2023-08-03,19.9
C101044,2023-11-01,132.75
C101339,2024-10-13,16.73
C101678,2024-04-20,63.34
C101640,2023-01-03,44.19
C100840,2025-05-02,94.73
C101619,2024-02-01,124.88
C100059,2024-02-12,16.03
C100954,2023-01-04,25.69
C100238,2025-03-27,67.25
C100507,2024-08-18,74.16
C100908,2025-08-02,130.23
C100462,2025-07-24,15.46
C100607,2024-01-15,16.76
C100622,2023-10-20,30.35
C101591,2024-11-30,26.09
C100390,2023-01-14,18.06
C101887,2025-03-25,52.43
C100138,2025-07-30,5.37
C101894,2023-11-24,1.0
C101200,2025-10-11,82.54
C101193,2024-11-18,3.48
C101295,2023-02-14,1.0
C100894,2023-04-17,56.79
C100841,2025-10-09,151.96
C101763,2023-08-21,8.9
C101228,2025-06-06,34.43
C101446,2025-07-01,40.91
C100904,2025-03-24,66.96
C100414,2023-02-11,11.23
C100208,2024-11-07,29.17
C101622,2025-01-04,74.77
C101380,2024-07-14,80.18
C100120,2024-05-16,25.69
C100475,2023-11-10,68.25
C101997,2023-11-16,35.58
C101529,2023-12-25,54.46
C101961,2025-03-27,2.43
C101745,2023-09-06,15.29
C101260,2024-05-29,90.54
C101364,2024-09-23,6.24
C101290,2024-07-28,35.33
C100187,2024-02-18,89.68
C100587,2023-05-08,34.58
C101234,2024-05-27,11.96
C101933,2024-10-22,82.25
C100768,2023-11-13,39.52
C100159,2025-05-07,86.13
C101694,2025-01-07,44.27
C100011,2025-09-24,24.97
C100551,2025-05-22,74.73
C101154,2024-03-16,4.79
C101698,2025-09-27,3.98
C100858,2024-07-21,4.63
C100657,2024-03-17,34.83
C100043,2023-08-16,13.14
C100783,2023-07-04,69.33
C101847,2024-08-08,10.77
C101518,2025-01-24,18.89
C100898,2024-07-26,54.49
C100309,2023-11-07,50.84
C101934,2023-04-04,57.06
C100266,2025-01-24,2.65
C101852,2024-04-23,75.43
C101935,2025-03-08,14.87
C100520,2025-02-22,43.68
C100513,2024-08-15,58.44
C100047,2023-03-26,46.21
C101697,2023-09-23,9.68
C101583,2025-09-03,52.07
C100596,2025-01-10,15.57
C100515,2025-03-15,13.55
C100269,2024-12-11,72.67
C100653,2023-12-22,1.86
C100397,2023-10-07,11.76
C100021,2023-04-14,4.39
C101198,2024-01-22,18.37
C100899,2025-04-10,42.01
C100977,2024-09-12,13.9
C100450,2025-06-12,17.05
C100567,2023-03-25,49.33
C101386,2025-06-16,80.1
C101570,2023-06-05,30.66
C101503,2025-03-20,14.08
C100270,2025-06-30,42.12
C100561,2023-05-24,108.83
C100012,2024-12-14,42.21
C100761,2025-01-24,39.54
C100178,2024-05-28,2.58
C101796,2025-03-28,9.39
C100651,2023-06-24,10.52
C101881,2024-05-23,187.61
C100426,2024-10-26,26.65
C100486,2023-08-04,45.7
C101835,2024-03-01,123.71
C100607,2023-02-21,25.26
C100087,2024-10-15,53.85
C101913,2023-11-16,104.68
C101621,2025-05-22,147.58
C100824,2025-05-27,112.48
C101024,2023-08-02,16.16
C101128,2023-08-26,1.0
C101943,2024-05-18,89.41
C101881,2025-01-05,1.03
C100901,2023-02-15,12.49
C100009,2023-04-06,113.76
C101531,2023-02-23,50.44
C101772,2025-05-16,1.0
C101276,2024-06-07,123.4
C101421,2024-02-29,12.11
C101172,2025-05-21,4.91
C101577,2023-02-23,37.99
C101650,2024-10-11,50.3
C100995,2025-09-29,28.76
C101289,2024-01-31,49.02
C101984,2024-06-03,15.23
C100599,2023-04-19,16.28
C101267,2024-09-10,161.64
C100449,2023-08-14,11.23
C100139,2023-03-14,3.58
C100557,2023-10-07,18.02
C100223,2024-06-15,12.04
C100340,2025-05-27,28.52
C100943,2023-02-15,17.29
C101708,2024-04-21,5.33
C100218,2025-05-01,12.72
C101077,2024-06-29,36.31
C101810,2023-05-18,15.37
C100903,2025-04-29,71.57
C101785,2024-03-10,40.89
C101208,2023-09-28,41.24
C101466,2024-07-16,12.7
C100446,2023-12-16,17.92
C101370,2025-05-04,2.87
C101237,2025-02-12,70.84
C100624,2023-09-23,70.23
C101713,2024-08-16,22.17
C100599,2024-09-12,33.16
C100594,2024-10-01,22.14
C101682,2023-07-13,16.22
C100986,2024-10-28,56.32
C101725,2025-03-13,61.73
C100841,2024-05-11,42.65
C100019,2025-04-07,232.85
C100821,2023-12-17,1.46
C101615,2023-02-07,4.99
C101985,2023-02-11,30.91
C101465,2025-04-21,14.03
C100604,2024-01-28,144.32
C101334,2024-01-31,97.43
C101826,2025-09-09,16.71
C101159,2024-01-28,21.52
C101320,2023-01-29,5.43
C101024,2024-08-28,52.77
C100040,2025-01-25,30.09
C100744,2025-02-23,68.17
C101727,2024-07-02,271.11
C100186,2023-03-28,31.43
C100971,2024-10-04,7.03
C101119,2025-09-28,65.25
C101600,2023-05-02,49.79
C101002,2024-05-29,75.89
C100280,2023-11-14,29.71
C101953,2024-07-27,14.04
C101001,2025-08-12,86.17
C100862,2023-09-02,41.95
C101966,2023-12-12,4.62
C100460,2023-04-26,21.37
C100684,2025-10-06,5.06
C101632,2024-03-13,120.43
C100107,2023-12-10,9.54
C101847,2024-09-13,88.75
C101291,2024-04-23,23.64
C100163,2024-11-06,79.54
C101303,2024-03-28,13.74
C101662,2024-02-07,83.41
C100801,2025-03-20,9.42
C100968,2025-07-06,2.32
C100344,2024-04-02,1.0
C100755,2025-02-23,45.53
C100850,2025-03-11,63.77
C100507,2023-12-05,98.49
C101211,2025-04-18,61.59
C101541,2024-01-30,62.33
C101201,2024-03-01,1.23
C101010,2024-05-09,49.28
C101166,2023-12-17,37.71
C100721,2024-02-04,34.51
C101399,2024-10-25,58.3
C101320,2023-03-11,16.45
C100491,2023-09-17,20.09
C101971,2024-01-27,12.38
C101833,2024-01-09,3.95
C100867,2024-11-05,28.34
C100274,2025-09-23,22.32
C101189,2023-03-25,6.81
C100458,2023-01-25,4.16
C101405,2025-01-13,14.2
C101341,2025-05-18,19.76
C100646,2025-01-03,71.77
C101931,2023-05-10,77.57
C100109,2023-02-13,67.34
C100752,2024-05-13,26.14
C101263,2025-01-21,121.64
C100364,2023-03-22,37.47
C101441,2023-11-28,94.84
C101761,2023-06-15,3.98
C100524,2025-03-07,49.15
C100932,2025-10-13,69.94
C101615,2023-05-22,24.37
C101491,2025-05-13,103.17
C100501,2024-12-23,33.88
C101565,2023-07-22,20.44
C100682,2023-11-17,9.58
C101383,2025-09-12,5.47
C101879,2023-07-27,75.97
C101679,2025-01-23,1.0
C100840,2024-03-13,116.2
C101442,2025-08-24,106.74
C101994,2023-06-14,32.84
C100952,2023-01-04,23.96
C100714,2023-03-17,25.98
C101776,2025-04-16,17.94
C101196,2024-10-15,162.88
C101814,2024-07-12,16.78
C101171,2024-01-01,195.13
C100753,2025-03-13,68.55
C101504,2023-03-30,80.91
C101582,2023-06-11,32.8
C101151,2024-08-08,44.92
C100820,2025-08-22,102.54
C101063,2025-05-10,4.57
C100699,2023-06-23,70.65
C101496,2023-04-15,47.8
C101515,2025-08-28,56.2
C100265,2024-06-07,29.49
C100249,2023-08-31,33.03
C101138,2024-12-09,134.06
C100956,2025-01-02,184.67
C100994,2023-03-29,9.84
C100073,2024-02-11,59.45
C100844,2024-12-12,24.05
C100024,2024-07-21,174.18
C100553,2023-03-30,92.68
C101749,2025-05-26,70.14
C101905,2023-02-21,3.25
C101330,2024-08-13,48.82
C100432,2023-11-28,13.54
C101163,2024-06-27,70.11
C100340,2024-08-15,158.48
C100955,2024-05-25,31.54
C100541,2025-05-24,18.92
C100139,2023-10-17,27.69
C100832,2025-04-23,54.17
C101447,2023-04-20,11.01
C100333,2024-08-09,357.0
C101562,2025-01-29,95.93
C100383,2024-09-10,8.95
C100065,2025-06-12,12.37
C101094,2024-12-11,58.05
C101472,2024-06-20,11.68
C100239,2025-08-29,7.61
C100613,2025-04-04,11.6
C101634,2023-09-14,7.55
C101742,2025-04-15,32.48
C101941,2025-04-19,123.49
C101676,2023-09-11,47.14
C101747,2024-11-26,34.6
C100604,2023-01-12,27.88
C101299,2025-04-24,214.61
C100112,2025-09-01,45.9
C101350,2023-10-26,59.61
C100401,2024-04-05,42.28
C100159,2025-01-11,38.36
C101203,2024-07-08,13.11
C101312,2024-06-24,28.75
C100841,2025-02-28,12.61
C101156,2024-06-25,37.54
C101481,2025-08-27,16.77
C100201,2023-10-06,12.29
C100713,2024-08-22,12.1
C100274,2024-10-19,18.67
C101267,2024-11-11,142.32
C100740,2024-04-01,21.93
C100525,2024-10-31,91.06
C100712,2025-07-31,21.81
C101892,2024-09-17,17.5
C101127,2025-07-05,10.0
C100276,2023-02-28,44.31
C101939,2023-10-20,7.96
C101912,2023-05-10,33.25
C101050,2023-11-26,18.44
C100163,2023-10-06,58.94
C100634,2023-07-30,70.35
C101127,2023-08-26,23.69
C101581,2024-01-01,120.63
C101916,2024-08-05,65.61
C101439,2023-08-21,31.27
C101518,2023-10-14,57.92
C101441,2023-10-23,25.98
C101433,2023-06-17,72.74
C101458,2025-03-13,4.94
C101116,2025-02-27,15.35
C101074,2023-09-11,104.19
C100210,2025-08-21,70.35
C101403,2024-01-28,29.01
C100795,2024-05-03,28.24
C101668,2025-04-17,65.44
C100877,2024-03-20,22.23
C100321,2025-05-06,22.74
C101650,2023-07-08,16.76
C100311,2025-04-09,22.45
C100847,2025-06-15,85.07
C100933,2025-03-31,26.14
C100396,2025-07-06,202.72
C101409,2023-09-30,77.06
C100285,2023-12-17,199.18
C101148,2024-05-04,3.22
C101418,2025-04-16,57.89
C101147,2025-02-07,52.65
C101890,2024-04-14,24.32
C101704,2023-11-08,24.15
C100822,2025-01-27,3.97
C100897,2023-05-17,141.3
C100112,2024-10-11,3.68
C101208,2025-10-07,80.48
C100122,2024-06-08,33.9
C101328,2023-06-21,40.58
C101035,2023-01-22,15.94
C100610,2023-01-07,35.45
C100474,2023-06-12,59.43
C100363,2023-10-02,30.34
C100585,2024-08-31,108.9
C101642,2023-11-18,55.31
C100847,2025-03-07,35.25
C101553,2025-02-01,10.46
C101452,2024-09-05,51.32
C100807,2024-04-15,182.37
C101771,2023-11-14,28.96
C100604,2025-07-02,33.77
C100934,2025-10-13,2.24
C100214,2024-08-11,41.74
C100963,2024-10-06,124.69
C101062,2024-09-03,44.76
C101440,2024-07-30,31.05
C100650,2023-08-30,136.79
C101372,2025-04-28,10.67
C101100,2023-10-23,78.22
C100976,2025-03-13,55.58
C100819,2025-05-16,33.99
C100996,2023-05-23,33.36
C100398,2024-05-25,92.2
C100019,2025-04-27,19.29
C100509,2025-09-30,4.64
C101922,2023-09-16,88.46
C101879,2023-06-15,18.73
C101373,2024-04-09,79.5
C101784,2025-05-17,21.37
C100118,2024-02-24,18.64
C101109,2024-11-09,26.43
C101134,2023-08-15,24.74
C101110,2025-07-14,29.46
C100063,2023-12-01,36.46
C101631,2024-07-31,2.79
C100688,2025-10-01,47.89
C100454,2025-01-27,160.84
C101651,2025-07-05,5.28
C101082,2025-04-18,39.66
C101786,2025-02-28,78.22
C100773,2024-01-06,67.01
C100183,2024-03-20,8.98
C101162,2024-08-17,91.76
C101975,2023-01-03,15.07
C100712,2024-07-14,4.62
C101911,2023-07-11,21.34
C101341,2023-10-02,135.94
C101874,2025-08-11,4.98
C100344,2024-07-08,56.55
C101047,2025-02-08,10.89
C101180,2023-05-12,70.63
C101856,2025-05-16,12.61
C100700,2023-12-28,74.4
C101184,2023-10-07,32.26
C101263,2023-11-24,68.68
C101951,2025-07-29,55.03
C101902,2023-09-09,89.46
C101265,2023-06-09,15.7
C100906,2024-12-09,20.47
C100982,2025-08-11,97.14
C101621,2023-05-08,2.4
C101896,2024-08-23,29.66
C100056,2023-10-01,105.45
C101379,2024-02-13,63.18
C101010,2023-12-09,96.46
C100417,2024-03-23,25.28
C101586,2023-07-17,34.64
C100000,2025-06-06,45.95
C101576,2024-03-15,54.4
C100550,2024-01-16,50.29
C101086,2024-04-13,207.73
C100472,2025-04-04,9.96
C100594,2023-10-12,20.01
C101555,2023-05-16,9.43
C101447,2023-04-20,86.16
C101041,2024-02-12,60.23
C101498,2024-05-26,110.56
C101925,2024-11-12,111.77
C101810,2025-07-28,22.39
C101363,2024-01-13,15.84
C101232,2025-04-27,65.21
C101751,2024-05-19,151.3
C100298,2024-05-20,31.92
C101763,2023-03-18,26.87
C101853,2023-01-22,15.72
C101890,2025-08-01,13.4
C100818,2023-11-29,2.53
C101071,2025-01-19,24.01
C100703,2023-01-09,1.0
C100909,2023-09-05,28.19
C100757,2023-01-14,92.7
C101848,2024-02-01,63.25
C101390,2025-04-01,11.86
C100795,2025-09-15,32.57
C100509,2024-10-01,88.65
C100676,2023-06-22,49.91
C100880,2025-01-03,157.45
C100445,2023-09-16,11.39
C100811,2023-12-18,41.9
C100032,2023-03-31,38.51
C101724,2023-04-15,8.51
C100845,2025-03-10,85.71
C100735,2023-05-11,34.91
C100591,2025-08-28,5.29
C101625,2025-08-18,45.1
C100126,2023-01-01,35.78
C101033,2024-05-10,22.26
C100006,2023-05-03,20.6
C100003,2023-11-30,24.61
C100592,2025-05-18,11.83
C101212,2025-01-29,9.82
C100278,2023-05-14,56.38
C100523,2023-08-25,2.38
C101326,2023-03-18,9.71
C101965,2024-07-04,96.06
C101669,2025-07-22,47.29
C100795,2023-11-01,43.91
C101500,2023-05-26,36.67
C101688,2023-05-19,5.95
C101105,2023-01-13,21.56
C100800,2023-02-17,20.68
C100704,2025-04-27,84.95
C101722,2025-04-07,95.98
C101513,2025-04-30,182.78
C101436,2024-02-12,32.95
C101551,2024-10-08,27.13
C101499,2024-11-22,34.49
C101866,2025-08-16,96.3
C101881,2023-03-07,3.63
C100038,2024-07-10,14.5
C100065,2023-08-23,280.43
C101811,2025-06-01,8.31
C100475,2023-10-22,8.83
C100472,2023-05-18,143.93
C100079,2023-07-16,19.53
C101136,2023-07-04,12.01
C100723,2024-06-02,39.23
C101863,2024-05-23,73.15
C101732,2024-05-08,108.06
C101940,2023-01-18,7.95
C101698,2023-01-08,44.74
C101839,2023-10-27,197.27
C100064,2023-04-18,50.59
C100820,2024-10-21,13.03
C100642,2023-02-11,11.21
C100346,2025-08-28,13.77
C101216,2024-11-02,44.21
C101234,2023-07-14,49.27
C100084,2024-06-24,27.76
C101864,2024-09-01,47.54
C101563,2024-01-12,54.63
C101142,2024-04-13,48.41
C100750,2023-09-04,26.09
C100663,2023-10-15,185.54
C100706,2024-05-28,61.01
C100251,2023-02-10,29.81
C100112,2023-05-24,16.2
C101493,2023-06-06,7.98
C100117,2023-06-21,28.15
C100491,2024-03-27,35.92
C101376,2024-01-27,122.46
C100684,2024-12-17,30.46
C101314,2025-05-12,162.05
C101215,2023-07-31,25.28
C100920,2025-05-21,3.09
C101668,2024-01-29,9.39
C101634,2024-02-12,23.34
C100377,2023-06-18,58.42
C100287,2024-01-06,38.26
C101300,2024-12-13,1.24
C101092,2025-06-09,49.22
C101612,2024-11-20,9.08
C100902,2025-05-23,35.3
C101020,2024-01-05,32.04
C101454,2023-12-16,69.09
C101591,2024-09-16,56.04
C100556,2023-06-25,27.74
C100912,2023-02-28,7.48
C100516,2025-05-08,8.29
C101552,2024-10-18,4.7
C100087,2024-03-24,14.7
C100870,2023-09-30,12.83
C100535,2025-04-14,46.58
C100513,2024-05-15,131.16
C100152,2025-01-21,46.66
C100652,2023-08-31,59.15
C101977,2025-08-10,46.52
C100373,2025-01-23,54.5
C100327,2025-02-14,20.17
C101868,2024-10-26,101.05
C101306,2024-11-25,3.04
C100716,2023-06-04,47.28
C101327,2023-12-29,61.18
C100925,2023-06-20,29.51
C100760,2024-07-15,9.29
C101270,2025-10-14,24.44
C101416,2024-08-20,43.01
C100139,2024-02-24,83.27
C100905,2023-04-24,11.92
C101906,2023-12-19,43.15
C101902,2023-09-29,94.2
C101887,2024-06-05,33.54
C100128,2025-02-25,26.94
C101408,2025-04-13,54.83
C101744,2023-08-07,4.1
C101942,2025-09-13,115.99
C101055,2024-12-06,72.84
C100678,2024-11-01,4.99
C101060,2023-03-19,80.85
C100853,2023-03-25,32.85
C101245,2023-10-16,5.0
C101720,2024-01-19,7.9
C100270,2023-11-27,14.93
C100907,2024-12-20,2.31
C100682,2023-10-26,6.58
C100529,2025-09-23,1.91
C101249,2025-09-08,96.93
C101931,2024-08-27,37.0
C100363,2023-02-13,34.29
C100531,2025-02-08,20.71
C100857,2024-02-09,31.57
C100654,2023-10-26,13.36
C101485,2024-10-09,105.63
C100465,2024-01-25,32.3
C101730,2024-05-23,25.22
C101274,2024-10-30,8.63
C100529,2024-11-26,13.14
C100168,2023-10-11,127.11
C101970,2023-05-07,8.53
C101217,2025-03-28,29.59
C101599,2025-03-01,51.25
C101059,2024-06-18,8.81
C100318,2023-02-26,38.62
C100213,2024-05-10,24.13
C100176,2023-09-13,15.28
C100635,2025-06-27,15.84
C101573,2024-10-05,123.87
C100410,2025-03-27,44.63
C101522,2024-03-03,15.57
C101221,2025-10-03,83.81
C101779,2025-09-12,5.34
C101492,2024-02-25,19.11
C100905,2025-09-26,64.82
C101083,2024-05-24,277.04
C101669,2024-11-24,1.0
C100643,2025-09-25,22.44
C100167,2024-08-30,2.74
C100999,2025-09-08,11.75
C100912,2024-03-15,16.06
C101985,2024-02-09,53.06
C100901,2023-08-23,10.6
C101761,2024-06-15,1.0
C101768,2024-02-06,1.0
C100278,2023-04-19,83.79
C100092,2025-05-11,65.99
C100733,2023-01-08,27.51
C100195,2023-11-01,13.07
C101978,2025-05-20,30.77
C101508,2023-11-21,19.79
C100903,2024-12-18,6.04
C101653,2023-07-23,11.08
C100456,2024-05-19,123.19
C100643,2023-10-10,79.62
C100539,2023-08-03,74.62
C100221,2023-01-25,43.95
C101694,2023-07-29,63.84
C100692,2024-08-31,10.5
C100716,2024-05-15,74.37
C100491,2023-10-04,35.81
C100902,2024-01-19,7.47
C101472,2025-06-29,1.0
C101544,2024-04-13,58.4
C100755,2023-02-20,7.33
C101899,2023-05-31,54.98
C101892,2023-01-24,102.09
C100824,2025-04-08,47.34
C101640,2024-06-01,68.09
C101013,2023-09-22,58.54
C101614,2025-04-29,37.95
C100850,2025-07-30,10.61
C101978,2024-11-21,50.01
C101763,2025-02-25,165.12
C101365,2024-05-14,9.6
C100580,2025-01-01,17.31
C101985,2024-06-12,41.57
C101201,2024-04-29,43.32
C101966,2024-10-25,39.65
C101883,2024-02-01,2.3
C101216,2024-05-27,36.64
C100451,2024-09-09,213.4
C101160,2023-03-03,55.5
C100697,2024-12-08,6.05
C100645,2024-08-01,60.76
C101443,2025-06-12,35.18
C100217,2023-04-11,157.0
C100748,2024-06-07,12.05
C101409,2025-01-01,87.83
C101928,2023-08-17,56.24
C100935,2025-01-23,40.08
C101616,2024-07-02,1.17
C101153,2024-02-01,31.62
C101816,2025-04-23,26.76
C100567,2025-06-10,13.57
C101181,2023-07-07,57.98
C100799,2025-08-13,30.1
C100326,2025-07-18,44.26
C101090,2025-07-14,34.61
C100085,2025-04-28,66.14
C100223,2024-09-22,4.25
C100971,2024-12-14,153.11
C101793,2025-04-02,107.91
C100474,2024-09-02,102.87
C100592,2023-12-04,108.54
C101880,2024-09-25,34.68
C100061,2025-08-01,47.94
C101031,2023-04-07,37.61
C101677,2025-06-06,32.48
C101325,2025-02-26,99.11
C100724,2025-08-13,112.46
C100063,2024-07-27,1.0
C100092,2025-01-14,85.13
C100310,2024-08-06,101.14
C100737,2023-12-19,232.67
C101488,2025-08-18,27.93
C100354,2025-02-11,12.36
C101062,2024-09-18,63.44
C100348,2023-06-06,54.94
C101570,2024-01-12,4.91
C100039,2025-08-03,61.42
C100874,2024-10-03,8.03
C101235,2023-08-15,23.56
C101552,2023-01-18,24.12
C100929,2023-08-28,51.41
C100838,2023-02-01,36.0
C101988,2023-12-24,20.94
C100570,2024-12-28,96.4
C100812,2024-03-18,24.08
C100966,2025-06-09,1.02
C101597,2024-08-09,106.09
C101389,2024-01-30,139.51
C100309,2025-10-02,5.12
C101934,2023-04-26,26.57
C100317,2025-06-22,36.2
C100669,2023-06-07,7.15
C101783,2025-05-11,125.79
C100980,2023-11-28,14.55
C100158,2024-06-29,6.13
C100246,2023-02-12,19.44
C101697,2023-02-12,9.55
C101259,2023-10-30,26.0
C100985,2024-02-23,31.61
C100842,2024-09-18,77.19
C100221,2024-04-28,4.79
C101558,2025-01-04,27.7
C100291,2024-06-14,4.4
C100388,2025-05-28,144.2
C100584,2023-06-18,2.15
C100639,2023-06-22,65.07
C101733,2024-06-07,20.59
C100046,2024-09-04,45.88
C100103,2025-07-20,38.69
C100838,2023-05-21,42.52
C101696,2024-12-17,86.21
C100970,2023-09-05,79.52
C101604,2023-08-19,215.85
C101586,2025-02-06,137.5
C101447,2023-06-13,23.66
C100442,2024-01-10,121.85
C101276,2023-07-29,79.95
C101420,2023-11-26,48.46
C100974,2023-08-29,10.77
C100786,2025-06-20,8.4
C100458,2024-09-18,85.82
C100430,2023-08-22,43.84
C101130,2025-09-19,76.47
C101438,2025-07-29,15.91
C101257,2023-09-20,14.47
C101089,2023-10-31,7.39
C100924,2025-08-25,33.05
C100479,2023-11-16,50.78
C101243,2023-05-17,1.0
C100996,2023-12-09,21.61
C100459,2023-12-27,15.39
C100828,2024-08-29,1.47
C101436,2025-07-30,63.58
C101665,2023-09-29,34.63
C100906,2024-05-17,14.14
C100214,2023-07-09,38.96
C101671,2024-11-05,12.48
C100055,2023-09-24,64.26
C101177,2023-10-10,27.89
C101514,2025-06-13,124.65
C100327,2024-03-04,14.46
C101967,2024-03-23,34.47
C101740,2023-06-27,52.93
C101955,2024-08-29,113.31
C100485,2023-01-06,27.92
C101526,2025-10-20,1.0
C101497,2024-12-06,37.29
C101828,2024-02-20,7.88
C100650,2024-05-31,94.57
C100526,2025-10-14,56.88
C100557,2024-09-19,28.84
C101080,2024-08-24,141.63
C100477,2025-04-09,75.87
C100355,2023-08-04,34.8
C101152,2024-08-22,13.91
C100368,2024-09-14,25.93
C101187,2023-03-01,23.22
C101413,2023-10-15,102.55
C101152,2024-12-31,2.17
C101125,2023-03-31,34.19
C100303,2024-01-06,5.74
C101207,2023-08-15,31.39
C100183,2023-11-04,45.33
C100138,2023-06-29,100.78
C100741,2023-05-25,145.17
C101876,2024-11-19,7.42
C100717,2023-02-12,63.91
C100735,2024-01-12,71.53
C100468,2024-01-23,31.15
C100437,2023-05-10,32.37
C101172,2023-02-12,35.06
C101356,2023-12-14,12.91
C100253,2023-08-20,47.94
C101510,2023-07-19,92.34
C100815,2024-10-29,36.35
C101159,2025-02-04,26.57
C101356,2023-09-09,1.0
C100503,2024-02-06,123.54
C100967,2024-05-19,115.65
C101433,2024-08-13,181.35
C101977,2024-11-14,90.62
C101509,2024-03-12,9.84
C100769,2024-04-17,28.04
C100743,2023-01-28,31.36
C101012,2023-02-14,8.51
C100379,2024-02-29,58.48
C100636,2023-10-17,55.95
C101046,2025-10-11,31.98
C100934,2025-02-25,34.11
C100227,2023-09-12,19.06
C100154,2024-11-02,15.07
C100167,2025-04-04,62.78
C100873,2025-01-19,43.21
C100285,2025-04-21,16.53
C100884,2023-09-12,5.01
C100149,2023-07-13,55.81
C101319,2024-10-16,1.37
C101187,2023-04-17,36.66
C100554,2025-02-13,115.96
C101799,2023-12-03,211.81
C101165,2023-02-18,25.72
C101600,2024-12-10,5.57
C100751,2024-01-21,43.1
C101537,2024-05-29,37.53
C100377,2023-02-27,1.21
C100014,2025-04-23,22.33
C100913,2024-12-17,4.72
C100366,2024-03-02,31.67
C100400,2024-02-12,20.5
C100373,2024-01-12,39.08
C100391,2024-07-17,109.38
C101542,2024-09-12,4.06
C100330,2023-10-26,73.98
C100701,2023-06-07,72.28
C101264,2025-04-08,76.38
C101421,2025-05-31,69.2
C100450,2025-10-01,12.8
C100911,2023-05-10,12.69
C100153,2025-01-31,66.95
C100355,2024-01-23,69.26
C101955,2024-11-05,22.74
C101248,2024-04-03,50.24
C100235,2023-08-28,3.53
C100355,2025-10-13,73.58
C100456,2023-07-24,18.38
C101968,2025-05-27,5.96
C101083,2024-05-17,12.41
C101870,2024-05-19,13.79
C101540,2023-01-11,62.74
C101944,2023-05-19,22.63
C100642,2024-03-07,5.21
C100511,2025-01-12,119.32
C100602,2024-07-02,79.85
C100594,2025-01-14,5.02
C101972,2025-03-30,14.79
C100432,2023-09-27,35.1
C100000,2023-08-06,10.03
C100905,2024-03-26,33.34
C100364,2024-02-17,44.44
C101546,2024-09-08,179.76
C101629,2023-01-01,126.89
C101422,2025-06-17,56.79
C101642,2023-07-27,109.28
C101034,2023-02-03,7.18
C100565,2023-11-10,129.88
C100695,2023-07-14,20.61
C101407,2025-10-12,49.87
C100065,2025-09-27,20.54
C101535,2023-08-15,93.6
C101887,2023-10-19,60.41
C101002,2024-06-22,110.55
C101532,2023-04-05,41.09
C101748,2023-05-17,3.74
C100955,2024-02-07,34.63
C101282,2025-04-20,10.56
C100597,2023-06-29,32.1
C101594,2023-12-04,21.31
C100013,2025-06-07,122.23
C101842,2023-03-06,2.0
C100382,2024-06-24,7.61
C100902,2024-11-26,31.12
C101600,2024-03-19,47.0
C101209,2023-08-04,26.94
C100815,2023-01-27,29.95
C101437,2023-12-24,20.0
C100040,2023-12-22,21.31
C100187,2024-03-04,6.19
C101929,2023-06-25,28.79
C101655,2024-07-01,77.73
C101942,2024-08-10,32.05
C100826,2025-09-01,64.24
C100979,2023-08-13,99.25
C101385,2023-09-08,66.95
C101938,2025-02-18,36.81
C101395,2024-05-22,28.04
C100614,2025-10-11,8.58
C101921,2024-04-12,35.62
C101178,2023-05-24,76.5
C101031,2025-05-28,66.08
C100881,2023-02-01,136.19
C100061,2025-03-27,32.84
C100564,2025-02-21,58.24
C100332,2024-07-25,18.14
C101668,2025-06-14,214.73
C100801,2025-04-13,93.15
C101465,2024-03-11,74.37
C101789,2023-11-08,29.47
C101840,2024-05-11,15.11
C100106,2024-07-27,37.48
C100825,2023-05-31,7.74
C101407,2025-06-21,154.01
C100059,2024-03-06,50.88
C100656,2024-05-06,109.28
C101944,2024-09-14,7.91
C101642,2024-08-14,8.12
C100968,2025-01-12,24.36
C100636,2024-04-08,85.05
C100431,2023-06-30,46.6
C101969,2025-07-12,16.45
C100514,2025-07-16,34.98
C101358,2024-01-29,89.42
C100835,2025-04-01,59.65
C100550,2025-08-09,37.62
C101392,2023-01-01,3.08
C101779,2025-06-04,14.46
C101207,2025-05-09,15.02
C101125,2023-04-08,11.61
C101591,2025-06-01,3.28
C101210,2025-08-15,7.39
C100986,2023-04-04,7.96
C100225,2025-02-18,18.74
C100894,2025-03-09,34.75
C101917,2024-04-06,21.8
C100683,2024-04-25,25.43
C100162,2025-02-16,45.46
C101637,2024-05-23,30.14
C100206,2025-04-10,43.75
C101084,2024-12-08,3.15
C101470,2023-07-03,31.84
C100882,2025-07-23,87.27
C100799,2024-07-22,5.76
C101098,2025-03-18,2.32
C101599,2025-08-13,5.31
C100618,2025-07-26,70.65
C101175,2025-05-15,63.06
C100378,2023-03-17,2.75
C101753,2025-03-12,60.28
C101848,2024-11-07,32.53
C101680,2024-01-06,78.02
C100891,2025-02-24,18.25
C100094,2025-02-19,1.8
C101021,2025-01-09,9.47
C100761,2024-06-05,4.3
C100320,2025-07-27,96.38
C101655,2023-02-07,58.14
C100642,2023-07-10,14.7
C101412,2025-02-06,36.77
C100019,2024-03-15,69.49
C100219,2024-11-23,25.21
C100991,2023-01-19,69.21
C100775,2025-07-29,54.94
C101567,2023-03-08,64.48
C101929,2023-03-21,123.25
C101045,2025-10-03,121.54
C100114,2025-04-21,1.0
C101691,2023-08-20,10.39
C101649,2024-12-07,24.43
C100241,2023-03-24,7.96
C100346,2023-02-09,10.34
